,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp.,Wind Speed
374,Terrytown,1,US,1569541380,22,41.85,-103.66,87.8,9.17
375,Najran,0,SA,1569541219,38,17.54,44.22,77.0,4.7
376,Bacong,0,PH,1569541381,75,6.14,124.31,81.7,5.57
377,Podyuga,100,RU,1569541381,97,61.09,40.86,33.68,4.05
378,Marsaxlokk,20,MT,1569541381,83,35.84,14.54,73.99,16.11
379,Portland,90,US,1569541381,87,43.66,-70.25,61.0,4.7
380,Shahr-e Babak,6,IR,1569541382,47,30.12,55.12,65.01,3.83
381,Zhezkazgan,100,KZ,1569541382,50,47.8,67.71,60.51,4.68
382,Vila Velha,0,BR,1569541202,69,-3.71,-38.6,80.6,12.75
383,Cabedelo,0,BR,1569541382,88,-6.97,-34.84,73.4,5.82
384,Salima,4,MW,1569541382,89,-13.78,34.45,49.03,4.21
385,Mayo,75,CA,1569541126,39,63.59,-135.9,48.2,5.82
386,Zyryanka,0,RU,1569541241,70,65.73,150.89,31.31,1.05
387,Ornskoldsvik,43,SE,1569541383,89,63.29,18.72,35.6,3.36
388,Guadalupe y Calvo,14,MX,1569541384,90,26.09,-106.96,63.75,2.89
389,Richards Bay,0,ZA,1569541384,68,-28.77,32.06,62.71,15.14
390,Quang Ngai,22,VN,1569541384,95,15.12,108.8,69.24,2.64
391,Gold Coast,40,AU,1569541385,60,-28.0,153.41,78.01,17.22
392,Lampa,0,CL,1569541385,63,-33.29,-70.87,64.4,12.75
393,Jinji,0,CN,1569541386,75,22.16,112.49,74.27,2.86
394,Mandan,90,US,1569541386,67,46.83,-100.89,64.4,10.29
395,Tobol,47,SE,1569541386,87,59.83,12.54,50.0,3.36
396,Honningsvag,100,NO,1569541073,96,70.98,25.97,45.5,15.64
397,Bhag,0,PK,1569541387,40,29.04,67.82,88.11,2.24
398,Methoni,0,GR,1569541387,82,36.82,21.7,73.0,4.7
399,San Juan,0,AR,1569540866,28,-31.54,-68.53,64.61,5.73
400,Maku,0,IR,1569541388,45,39.29,44.45,51.51,2.98
401,Lano,100,NG,1569541388,88,10.17,11.47,72.99,0.69
402,Bose,40,IT,1569541388,82,45.46,8.01,64.99,5.82
403,Yarim,91,YE,1569541389,59,14.3,44.38,72.57,2.51
404,Bandundu,25,CD,1569541389,91,-3.32,17.38,72.74,3.8
405,Zelenogradsk,90,RU,1569541389,100,54.96,20.48,41.0,9.8
406,Flin Flon,75,CA,1569541197,71,54.77,-101.88,46.4,6.93
407,Bathsheba,20,BB,1569541167,74,13.22,-59.52,80.6,8.05
408,Roros,34,NO,1569541389,100,62.57,11.38,28.4,1.12
409,Ust-Kuyga,100,RU,1569541390,92,70.0,135.55,29.28,4.32
410,Wewak,15,PG,1569541390,73,-3.55,143.63,82.22,4.61
411,Planeta Rica,90,CO,1569541390,83,8.41,-75.58,82.4,3.8
412,Neuenrade,100,DE,1569541395,93,51.28,7.78,63.0,12.75
413,Tres Arroyos,49,AR,1569541396,77,-38.38,-60.28,44.8,8.5
414,Goderich,12,CA,1569541396,74,43.74,-81.71,64.0,3.0
415,Mount Isa,0,AU,1569541183,26,-20.73,139.49,80.6,12.75
416,Kirakira,61,SB,1569541396,70,-10.46,161.92,84.31,5.12
417,Byron Bay,90,AU,1569541397,77,-28.65,153.62,73.4,2.24
418,Syamzha,100,RU,1569541397,96,60.02,41.06,37.38,5.3
419,Chornobay,100,UA,1569541397,76,49.67,32.32,51.5,8.81
420,Hervey Bay,75,AU,1569541117,53,-25.3,152.85,77.0,4.7
421,Qandala,19,SO,1569541398,78,11.47,49.87,84.26,10.36
422,Bulawayo,1,ZW,1569541316,87,-20.16,28.59,43.77,10.09
423,Winslow,23,GB,1569541398,93,51.94,-0.88,57.2,11.41
424,Kovdor,100,RU,1569541398,95,67.56,30.47,40.07,2.28
425,Ariquemes,98,BR,1569541378,92,-9.91,-63.03,73.28,2.77
426,Batagay-Alyta,92,RU,1569541399,72,67.8,130.41,25.22,6.62
427,High Level,75,CA,1569541399,42,58.52,-117.13,48.2,10.29
428,San Andres,6,PH,1569541400,73,13.32,122.68,83.21,1.34
429,Lagoa,0,PT,1569541400,77,37.14,-8.45,69.01,3.36
430,Copiapo,75,CL,1569541229,71,-27.37,-70.33,55.4,6.93
431,Luchenza,23,MW,1569541401,88,-16.01,35.31,55.2,8.63
432,Jumla,100,NP,1569541401,98,29.28,82.18,50.7,0.83
433,Cordoba,0,AR,1569541402,29,-27.78,-67.24,65.97,10.42
434,Tilichiki,92,RU,1569541402,74,60.47,166.1,45.68,7.54
435,Cap Malheureux,40,MU,1569541402,94,-19.98,57.61,73.0,8.05
436,Thai Binh,0,VN,1569541402,88,20.45,106.33,77.0,3.36
437,Salinas,1,US,1569541166,57,36.67,-121.66,82.4,20.8
438,Camacha,40,PT,1569541210,68,33.08,-16.33,71.6,10.29
439,Saint George,40,GR,1569541403,77,39.45,22.34,71.6,3.94
440,Whitehorse,90,CA,1569541403,86,60.72,-135.06,42.01,10.29
441,Sri Aman,96,MY,1569541404,94,1.24,111.46,77.0,0.22
442,Mgachi,0,RU,1569541404,74,51.05,142.27,52.41,19.64
443,Bodden Town,20,KY,1569541133,70,19.28,-81.25,87.8,11.41
444,Tori Fatehpur,100,IN,1569541404,86,25.45,79.13,75.35,12.5
445,Nishihara,1,JP,1569541405,77,35.74,139.53,82.0,0.98
446,Grindavik,75,IS,1569541213,87,63.84,-22.43,57.2,2.24
447,Robertsport,100,LR,1569541239,91,6.75,-11.37,76.33,7.74
448,Natal,20,BR,1569541247,83,-5.81,-35.21,77.0,8.05
449,Nuuk,5,GL,1569541405,45,64.17,-51.74,42.8,3.36
450,Marystown,26,CA,1569541405,94,47.17,-55.16,54.48,6.49
451,Japura,12,ID,1569541406,91,-0.42,102.29,74.19,1.21
452,Soverato,0,IT,1569541406,100,38.69,16.55,66.2,6.93
453,Half Moon Bay,1,US,1569541406,68,37.46,-122.43,82.99,13.87
454,Iwanai,81,JP,1569541406,86,42.97,140.51,62.91,8.7
455,Lesozavodsk,0,RU,1569541407,66,45.47,133.42,60.19,5.39
456,Baykit,65,RU,1569541407,98,61.68,96.39,26.37,2.37
457,Joensuu,90,FI,1569541408,100,62.6,29.76,46.0,4.7
458,Ponedera,75,CO,1569541408,83,10.64,-74.75,82.4,2.24
459,Havelock,1,US,1569541134,78,34.88,-76.9,81.0,19.46
460,Alanya,40,TR,1569541408,94,36.55,32.0,70.0,3.36
461,Sao Joao da Barra,100,BR,1569541059,97,-21.64,-41.05,65.69,1.16
462,Itarema,0,BR,1569541191,75,-2.92,-39.92,76.58,11.34
463,Ambanja,49,MG,1569541409,81,-13.68,48.45,77.24,7.38
464,Road Town,1,VG,1569541189,79,18.42,-64.62,84.2,9.17
465,Vestmannaeyjar,100,IS,1569541060,88,63.44,-20.27,51.1,7.61
466,Shimanovsk,0,RU,1569541409,72,52.0,127.67,55.17,12.71
467,Puerto Parra,75,CO,1569541410,83,6.65,-74.06,80.6,2.24
468,Abalak,21,NE,1569541410,20,15.46,6.28,91.04,4.27
469,Gravdal,100,NO,1569541410,76,59.79,5.78,60.01,23.04
470,Yima,28,CN,1569541411,58,34.75,111.87,64.92,3.4
471,Columbus,1,US,1569541296,43,32.46,-84.99,95.0,4.14
472,Bandarbeyla,53,SO,1569541411,74,9.49,50.81,75.9,19.86
473,Smolenka,0,PL,1569541230,90,54.15,22.76,48.13,5.23
474,Mporokoso,44,ZM,1569541411,65,-9.37,30.12,60.78,10.6
475,Las Vegas,20,US,1569541396,37,36.17,-115.15,87.8,14.99
476,Santa Maria,75,BR,1569541412,94,-16.02,-48.01,68.0,4.7
477,Masindi,94,UG,1569541412,91,1.69,31.72,65.14,1.39
478,Ormara,39,PK,1569541412,56,25.21,64.64,87.01,2.71
479,Husavik,100,CA,1569541168,90,50.56,-96.99,48.99,3.0
480,Torgau,75,DE,1569541413,93,51.56,13.0,61.0,5.82
481,Callaguip,20,PH,1569541413,88,18.07,120.49,78.8,3.36
482,Sobolevo,0,RU,1569541413,82,54.43,31.9,38.12,3.38
483,Muscat,0,OM,1569541414,62,23.6,58.55,86.0,2.24
484,Kidal,0,ML,1569541414,10,18.44,1.41,88.88,8.34
485,Kamenka,98,MD,1569541165,94,48.03,28.7,54.0,4.29
486,Sola,40,TZ,1569541415,62,-3.17,33.8,68.92,9.8
487,Clonakilty,20,IE,1569541415,93,51.62,-8.87,53.6,12.75
488,Gillette,1,US,1569541415,25,44.29,-105.5,79.0,14.99
489,Fasa,12,IR,1569541415,53,28.94,53.65,71.6,3.62
490,Maniitsoq,8,GL,1569541416,54,65.42,-52.9,44.62,0.81
491,Pedro Carbo,75,EC,1569541416,69,-1.82,-80.24,78.8,16.11
492,Lagunas,25,PE,1569541167,54,-5.23,-75.68,82.04,1.43
493,Touros,20,BR,1569541165,78,-5.2,-35.46,75.2,4.7
494,Moyobamba,6,PE,1569541417,74,-6.03,-76.97,69.73,2.46
495,Singapore,75,MY,1569541417,88,1.29,103.85,82.0,2.24
496,Rocha,1,UY,1569541418,93,-34.48,-54.34,47.68,4.54
497,Wang Saphung,75,TH,1569541418,100,17.3,101.77,71.6,2.24
498,Edson,90,CA,1569541418,86,53.59,-116.44,39.2,14.99
499,Coquimbo,75,CL,1569541171,81,-29.95,-71.34,53.6,9.17
500,Houma,58,CN,1569541419,51,35.63,111.36,65.5,5.53
501,Moussoro,46,TD,1569541419,57,13.64,16.49,83.7,8.79
502,Diapaga,89,BF,1569541419,80,12.07,1.79,79.68,5.61
503,Erzin,0,TR,1569541419,73,36.95,36.2,75.2,13.87
504,Lorengau,9,PG,1569541219,79,-2.02,147.27,82.97,8.48
505,Stawell,85,AU,1569541420,60,-37.06,142.77,58.88,9.37
506,Aguimes,40,ES,1569541420,69,27.91,-15.45,73.4,19.46
507,Kulhudhuffushi,75,MV,1569541220,68,6.62,73.07,82.76,4.45
508,Maketu,96,NZ,1569541421,81,-37.76,176.45,66.99,15.99
509,Dong Hoi,28,VN,1569541421,92,17.48,106.6,72.74,3.8
510,Puerto Madryn,41,AR,1569540970,44,-42.77,-65.04,51.85,18.39
511,Seoul,1,KR,1569541421,88,37.57,126.98,71.6,1.12
512,Ishigaki,75,JP,1569541422,94,24.34,124.16,80.6,11.41
513,Marzuq,55,YE,1569541422,42,14.4,46.47,74.01,4.16
514,Waddan,0,LY,1569541422,67,29.16,16.14,74.55,7.16
515,Wajima,20,JP,1569541422,77,37.4,136.9,69.8,6.93
516,Tirumullaivasal,21,IN,1569541423,88,11.24,79.84,76.12,2.46
517,Nampula,35,MZ,1569541423,72,-15.12,39.26,63.63,11.92
518,Baiyin,0,CN,1569541423,93,36.55,104.13,39.2,4.47
519,Koshurnikovo,41,RU,1569541424,89,54.3,93.39,31.21,2.21
520,Tigil,100,RU,1569541424,96,57.8,158.67,39.2,19.51
521,Moose Factory,40,CA,1569541424,76,51.26,-80.61,50.0,4.7
522,Hualmay,11,PE,1569541136,92,-11.1,-77.61,61.36,11.05
523,Sechura,45,PE,1569541425,87,-5.56,-80.82,63.88,11.39
524,Guigue,95,VE,1569541163,90,10.09,-67.78,71.33,1.28
525,Lichinga,42,MZ,1569541425,74,-13.3,35.25,57.8,5.1
526,Karpogory,100,RU,1569541425,96,64.0,44.44,39.38,6.24
527,Garowe,84,SO,1569541111,65,8.41,48.48,76.44,15.3
528,Biltine,74,TD,1569541426,35,14.53,20.93,88.52,14.12
529,Sao Miguel do Araguaia,46,BR,1569541426,54,-13.28,-50.16,79.45,5.53
530,Nizhniy Kuranakh,69,RU,1569541426,80,58.84,125.49,44.64,1.61
531,Hailey,5,US,1569541427,31,43.52,-114.32,73.4,13.87
532,Mattru,100,SL,1569541427,96,7.62,-11.83,73.85,4.05
533,Kulaman,0,PH,1569541427,76,6.46,124.09,80.3,0.25
534,Ewa Beach,75,US,1569541428,78,21.32,-158.01,86.0,9.17
535,Gombong,52,ID,1569541428,69,-7.19,109.31,77.02,9.6
