,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp.,Wind Speed
376,Salalah,40,OM,1569541990,83,17.01,54.1,80.6,5.82
377,Abha,0,SA,1569541990,49,18.22,42.5,69.8,11.41
378,Mizdah,0,LY,1569541990,73,31.45,12.98,69.3,7.25
379,Umm Lajj,0,SA,1569541991,59,25.02,37.27,85.55,12.68
380,Port Hardy,20,CA,1569541991,62,50.7,-127.42,57.2,17.22
381,Aztec,40,US,1569541991,19,36.82,-107.99,80.6,12.75
382,Klaksvik,100,FO,1569541992,87,62.23,-6.59,53.6,27.51
383,Lakshmipur,100,BD,1569541995,85,22.94,90.83,76.17,7.29
384,Camacari,20,BR,1569541995,69,-12.7,-38.32,78.8,11.41
385,Balabac,23,PH,1569541995,77,7.99,117.06,83.57,8.95
386,Aksu,0,KZ,1569541996,100,52.04,76.93,30.2,8.95
387,Manubul,0,PH,1569541996,68,5.47,120.8,83.1,5.37
388,Avera,1,US,1569541996,48,33.19,-82.53,89.6,4.23
389,Sangod,100,IN,1569541996,90,24.93,76.29,74.82,7.34
390,Katangli,0,RU,1569541996,62,51.71,143.23,53.4,11.56
391,Vao,24,EE,1569541997,95,59.1,26.19,43.13,5.28
392,Soyo,10,AO,1569541997,85,-6.13,12.37,75.71,7.18
393,Diego de Almagro,0,CL,1569541997,88,-26.39,-70.05,46.33,1.32
394,Cessnock,0,AU,1569541998,60,-32.83,151.35,73.0,14.99
395,Kavaratti,100,IN,1569541998,80,10.57,72.64,80.75,12.01
396,Pecos,1,US,1569541998,20,31.42,-103.49,98.6,3.36
397,Nanfeng,0,CN,1569541998,61,27.22,116.52,69.71,1.95
398,Taoudenni,24,ML,1569541989,11,22.68,-3.98,92.9,2.71
399,Ternate,75,PH,1569541999,94,14.29,120.72,82.99,1.12
400,Flin Flon,75,CA,1569541999,69,54.77,-101.88,46.4,6.93
401,Hobyo,37,SO,1569542000,83,5.35,48.53,75.54,19.28
402,Namibe,75,AO,1569542000,85,-15.19,12.15,68.56,1.12
403,Sola,40,TZ,1569541415,62,-3.17,33.8,68.92,9.8
404,Sur,45,OM,1569542000,62,22.57,59.53,82.62,5.48
405,Gamboma,46,CG,1569542000,87,-1.87,15.88,72.9,2.53
406,Kayerkan,40,RU,1569542001,96,69.35,87.76,32.0,8.95
407,Kangaba,55,ML,1569542002,78,11.94,-8.41,76.43,1.5
408,Milton,0,AU,1569541790,42,-35.32,150.44,66.0,12.75
409,Oriximina,40,BR,1569542002,61,-1.77,-55.87,84.96,4.76
410,Ulladulla,0,AU,1569542002,42,-35.36,150.48,66.0,12.75
411,Padang,100,ID,1569542003,84,-0.92,100.36,78.57,10.16
412,Hovd,0,NO,1569541977,61,63.83,10.7,53.01,8.05
413,Punta Cardon,0,VE,1569542003,79,11.61,-70.22,83.7,10.74
414,Narrabri,30,AU,1569542003,16,-30.33,149.78,73.99,3.36
415,Bayir,0,TR,1569542004,93,37.27,28.22,64.4,4.7
416,Marawi,13,PH,1569542004,79,8.0,124.29,81.0,1.99
417,Lagunas,21,PE,1569541837,54,-5.23,-75.68,81.92,2.86
418,Tahoua,74,NE,1569542005,21,14.89,5.26,94.98,7.81
419,Los Llanos de Aridane,90,ES,1569542005,78,28.66,-17.92,73.4,10.29
420,Port Elizabeth,33,US,1569542006,64,39.31,-74.98,78.01,7.34
421,Ailigandi,52,PA,1569542006,77,9.23,-78.02,81.65,12.8
422,Brae,100,GB,1569542006,93,60.4,-1.35,53.6,11.41
423,Qinzhou,37,CN,1569542007,66,21.96,108.62,72.83,6.42
424,Muros,75,ES,1569542007,100,42.77,-9.06,64.99,5.82
425,Armidale,5,AU,1569542008,16,-30.51,151.67,61.0,8.99
426,Kerva,51,RU,1569542008,91,55.61,39.58,36.18,2.06
427,Dunedin,71,NZ,1569541979,66,-45.87,170.5,54.0,27.0
428,Campbell River,5,CA,1569542008,48,50.02,-125.24,60.8,12.75
429,Quatre Cocos,40,MU,1569542009,94,-20.21,57.76,73.0,8.05
430,Kimbe,0,PG,1569542009,59,-5.56,150.15,87.68,3.36
431,Iquique,90,CL,1569541779,67,-20.22,-70.14,60.8,8.05
432,Mehamn,100,NO,1569542009,99,71.03,27.85,43.63,12.06
433,Druzhba,100,UA,1569542009,94,52.05,33.94,47.41,4.81
434,Husavik,100,CA,1569542010,91,50.56,-96.99,48.99,9.48
435,Cognac,90,FR,1569542010,88,45.69,-0.33,62.6,11.41
436,Muli,0,CN,1569542010,61,28.08,109.56,67.79,1.39
437,Uruzgan,0,AF,1569542010,21,32.93,66.63,52.09,6.67
438,Yarim,91,YE,1569542011,59,14.3,44.38,72.57,2.51
439,Morehead,1,US,1569542011,35,38.18,-83.43,77.0,4.76
440,Akdepe,0,TM,1569542011,47,42.05,59.39,60.8,4.7
441,Orotukan,45,RU,1569542012,59,62.26,151.67,29.48,5.84
442,Honningsvag,100,NO,1569542012,96,70.98,25.97,45.57,14.29
443,Xuddur,85,SO,1569542012,80,4.12,43.89,71.55,15.37
444,Emba,0,CY,1569542012,83,34.81,32.42,71.6,5.82
445,Peace River,90,CA,1569542012,87,56.23,-117.29,44.6,17.22
446,Kargat,68,RU,1569542013,58,55.19,80.28,39.69,13.6
447,Souillac,90,FR,1569542013,88,45.6,-0.6,62.6,11.41
448,Sisophon,70,KH,1569542013,93,13.59,102.97,73.73,4.45
449,Atherton,40,AU,1569542013,78,-17.27,145.48,79.0,11.41
450,Xingtai,13,CN,1569542014,45,37.07,114.49,67.86,1.99
451,Morris,90,US,1569542014,59,45.59,-95.91,64.4,8.05
452,Trecate,20,IT,1569542015,100,45.43,8.74,66.0,4.7
453,Phan Thiet,100,VN,1569542015,88,10.93,108.1,76.01,1.86
454,Port Hedland,0,AU,1569542015,73,-20.31,118.58,73.4,10.29
455,Linhares,84,BR,1569542015,91,-19.38,-40.06,70.36,2.33
456,Bam,0,IR,1569542015,65,29.11,58.36,57.94,0.83
457,Alofi,75,NU,1569542016,65,-19.06,-169.92,78.8,16.11
458,Kutum,100,SD,1569542016,61,14.2,24.66,75.13,9.04
459,Ngudu,77,TZ,1569542016,55,-2.97,33.34,71.87,11.61
460,Barahona,40,DO,1569542016,83,18.21,-71.1,82.4,9.17
461,Brownwood,1,US,1569541733,28,31.71,-98.99,95.0,6.93
462,Shchelkun,40,RU,1569542017,93,56.3,60.95,35.6,11.18
463,Qaqortoq,14,GL,1569542017,45,60.72,-46.03,46.4,4.7
464,Lanzhou,0,CN,1569541804,93,36.06,103.82,39.2,4.47
465,Severnoye,82,RU,1569542017,88,54.09,52.54,32.9,7.09
466,Te Anau,100,NZ,1569542018,90,-45.41,167.72,43.86,7.61
467,Monte Alegre,32,BR,1569542018,61,-2.0,-54.07,82.62,1.68
468,Snezhnogorsk,75,RU,1569542018,93,69.19,33.23,41.0,2.24
469,Bud,0,NO,1569542019,62,62.91,6.91,57.2,12.75
470,Zhumadian,11,CN,1569542019,48,33.01,114.02,72.63,5.39
471,General Roca,0,AR,1569542019,27,-39.03,-67.58,75.2,13.87
472,Praia,100,BR,1569542019,93,-20.25,-43.81,62.6,2.51
473,Shingu,75,JP,1569542019,88,33.72,135.99,75.2,1.12
474,Axim,44,GH,1569542020,92,4.87,-2.24,76.53,8.66
475,Mompos,93,CO,1569542020,79,9.24,-74.43,79.72,3.38
476,Mae Sai,40,MM,1569542020,100,20.44,99.89,71.6,1.12
477,Honggang,64,CN,1569542020,53,29.51,114.87,70.49,1.45
478,Cartagena,20,ES,1569542021,94,37.63,-1.0,72.0,4.7
479,Prieska,0,ZA,1569542021,12,-29.67,22.74,56.5,8.14
480,San Rafael,37,AR,1569542021,23,-34.61,-68.33,73.42,9.26
481,Ancud,0,CL,1569542021,67,-41.87,-73.83,57.2,5.82
482,Lavumisa,0,ZA,1569542022,86,-27.31,31.88,47.48,1.95
483,Birao,100,CF,1569542022,91,10.3,22.78,68.94,9.22
484,Kant,15,KG,1569542022,93,42.89,74.85,51.8,4.47
485,La Romana,40,DO,1569541982,83,18.43,-68.97,82.4,5.99
486,Ozark,1,US,1569541785,78,37.02,-93.21,73.4,6.93
487,Bandundu,25,CD,1569542023,91,-3.32,17.38,72.74,3.8
488,Karratha,0,AU,1569542023,25,-20.74,116.85,73.38,7.47
489,Kaseda,75,JP,1569542023,83,31.42,130.32,75.2,12.75
490,Benito Juarez,20,CU,1569542023,74,22.29,-79.63,80.6,9.17
491,Dzhebariki-Khaya,100,RU,1569542024,92,62.22,135.8,41.43,8.08
492,Ribeira do Pombal,99,BR,1569542024,75,-10.84,-38.54,71.89,8.72
493,Beaverlodge,90,CA,1569542024,81,55.21,-119.43,42.8,25.28
494,Krathum Baen,20,TH,1569542024,88,13.65,100.26,82.0,6.93
495,Am Timan,100,TD,1569542025,94,11.04,20.28,72.27,3.96
496,Kandrian,19,PG,1569541972,83,-6.21,149.55,81.48,4.41
497,Haines Junction,81,CA,1569542025,63,60.75,-137.51,37.94,11.77
498,Bibiani,68,GH,1569542025,99,6.45,-2.31,71.57,2.66
499,Grenaa,100,DK,1569542026,100,56.42,10.88,59.0,10.29
500,Rio Grande,0,BR,1569542026,82,-32.03,-52.1,57.99,1.01
501,Okrika,64,NG,1569542026,94,5.52,7.78,74.5,4.65
502,Umm Kaddadah,100,SD,1569542026,52,13.6,26.69,78.51,13.33
503,Maues,67,BR,1569541954,76,-3.38,-57.72,78.57,2.42
504,Petropavlovsk-Kamchatskiy,53,RU,1569542027,56,53.05,158.65,53.6,20.13
505,Ambulu,96,ID,1569542027,90,-8.35,113.61,72.95,5.46
506,Zuwarah,7,LY,1569542028,82,32.93,12.08,76.79,8.1
507,Bagru,40,IN,1569542028,88,26.81,75.54,77.0,4.7
508,Copacabana,22,BO,1569542028,65,-16.17,-69.08,51.35,10.29
509,Shitkino,17,RU,1569542028,94,56.37,98.35,30.02,5.44
510,Mangit,1,UZ,1569542032,43,40.6,70.96,69.8,6.93
511,Yavatmal,100,IN,1569542032,92,20.39,78.13,73.31,8.9
512,Mayo,75,CA,1569542033,39,63.59,-135.9,48.2,5.82
513,Brattvag,0,NO,1569542033,58,62.6,6.44,59.0,11.41
514,Abeche,52,TD,1569542033,55,13.83,20.83,83.86,10.13
515,Vardo,1,US,1569542033,64,39.62,-77.74,75.2,3.36
516,Sitka,93,US,1569542034,79,37.17,-99.65,75.0,8.01
517,Hamilton,75,CA,1569542033,55,43.26,-79.87,64.4,6.93
518,Lata,25,IN,1569542035,89,30.78,78.62,35.44,1.9
519,Saint Anthony,1,US,1569542035,22,43.97,-111.68,71.6,16.11
520,Panama City,1,US,1569541971,66,30.16,-85.65,86.0,11.41
521,Laguna,40,BZ,1569542035,70,16.17,-88.94,86.0,4.7
522,Isaka,51,CD,1569542036,88,-2.81,17.72,73.29,2.62
523,Megion,0,RU,1569542036,95,61.04,76.11,35.6,8.95
524,Peruibe,18,BR,1569541985,98,-24.32,-47.0,60.87,1.28
525,Churapcha,49,RU,1569542036,75,62.0,132.43,41.99,13.24
526,Northam,0,AU,1569541810,76,-31.65,116.67,57.2,12.75
527,High Level,75,CA,1569542037,42,58.52,-117.13,48.2,10.29
528,Mackay,90,CA,1569542037,86,53.65,-115.58,41.0,14.99
529,Kirkkonummi,0,FI,1569542037,93,60.12,24.44,43.0,4.7
530,Tukums,0,LV,1569542037,100,56.97,23.17,35.6,1.12
531,Fairbanks,90,US,1569541762,70,64.84,-147.72,42.8,8.05
532,Boldumsaz,0,TM,1569542038,47,42.13,59.67,60.8,4.7
533,Pampierstad,0,ZA,1569542038,29,-27.78,24.69,47.27,5.53
534,Ballina,82,IE,1569542038,94,54.11,-9.15,55.0,5.01
535,Mnogovershinnyy,0,RU,1569542039,53,53.94,139.92,48.44,10.38
